video_path,path,label,original_path,set,partition,combo
videos/set_2/IMG_1075.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1075/frame_464.jpg,b1,images/set_2/IMG_1075/frame_464.jpg,set_2,train,set_2_b1
videos/set_2/IMG_1075.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1075/frame_590.jpg,b1,images/set_2/IMG_1075/frame_590.jpg,set_2,train,set_2_b1
videos/set_2/IMG_1075.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1075/frame_466.jpg,b1,images/set_2/IMG_1075/frame_466.jpg,set_2,train,set_2_b1
videos/set_2/IMG_1075.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1075/frame_550.jpg,b1,images/set_2/IMG_1075/frame_550.jpg,set_2,train,set_2_b1
videos/set_2/IMG_1075.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1075/frame_490.jpg,b1,images/set_2/IMG_1075/frame_490.jpg,set_2,train,set_2_b1
videos/set_2/IMG_1075.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1075/frame_304.jpg,b1,images/set_2/IMG_1075/frame_304.jpg,set_2,train,set_2_b1
videos/set_2/IMG_1075.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1075/frame_334.jpg,b1,images/set_2/IMG_1075/frame_334.jpg,set_2,train,set_2_b1
videos/set_2/IMG_1075.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1075/frame_484.jpg,b1,images/set_2/IMG_1075/frame_484.jpg,set_2,train,set_2_b1
videos/set_2/IMG_1075.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1075/frame_406.jpg,b1,images/set_2/IMG_1075/frame_406.jpg,set_2,train,set_2_b1
videos/set_2/IMG_1076.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1076/frame_592.jpg,c1,images/set_2/IMG_1076/frame_592.jpg,set_2,train,set_2_c1
videos/set_2/IMG_1076.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1076/frame_146.jpg,c1,images/set_2/IMG_1076/frame_146.jpg,set_2,train,set_2_c1
videos/set_2/IMG_1076.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1076/frame_464.jpg,c1,images/set_2/IMG_1076/frame_464.jpg,set_2,train,set_2_c1
videos/set_2/IMG_1076.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1076/frame_574.jpg,c1,images/set_2/IMG_1076/frame_574.jpg,set_2,train,set_2_c1
videos/set_2/IMG_1076.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1076/frame_170.jpg,c1,images/set_2/IMG_1076/frame_170.jpg,set_2,train,set_2_c1
videos/set_2/IMG_1076.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1076/frame_154.jpg,c1,images/set_2/IMG_1076/frame_154.jpg,set_2,train,set_2_c1
videos/set_2/IMG_1076.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1076/frame_568.jpg,c1,images/set_2/IMG_1076/frame_568.jpg,set_2,train,set_2_c1
videos/set_2/IMG_1076.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1076/frame_8.jpg,c1,images/set_2/IMG_1076/frame_8.jpg,set_2,train,set_2_c1
videos/set_2/IMG_1076.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1076/frame_444.jpg,c1,images/set_2/IMG_1076/frame_444.jpg,set_2,train,set_2_c1
videos/set_2/IMG_1076.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1076/frame_156.jpg,c1,images/set_2/IMG_1076/frame_156.jpg,set_2,train,set_2_c1
videos/set_2/IMG_1078.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1078/frame_302.jpg,d1,images/set_2/IMG_1078/frame_302.jpg,set_2,train,set_2_d1
videos/set_2/IMG_1078.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1078/frame_222.jpg,d1,images/set_2/IMG_1078/frame_222.jpg,set_2,train,set_2_d1
videos/set_2/IMG_1078.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1078/frame_342.jpg,d1,images/set_2/IMG_1078/frame_342.jpg,set_2,train,set_2_d1
videos/set_2/IMG_1078.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1078/frame_36.jpg,d1,images/set_2/IMG_1078/frame_36.jpg,set_2,train,set_2_d1
videos/set_2/IMG_1078.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1078/frame_596.jpg,d1,images/set_2/IMG_1078/frame_596.jpg,set_2,train,set_2_d1
videos/set_2/IMG_1078.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1078/frame_126.jpg,d1,images/set_2/IMG_1078/frame_126.jpg,set_2,train,set_2_d1
videos/set_2/IMG_1078.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1078/frame_338.jpg,d1,images/set_2/IMG_1078/frame_338.jpg,set_2,train,set_2_d1
videos/set_2/IMG_1078.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1078/frame_400.jpg,d1,images/set_2/IMG_1078/frame_400.jpg,set_2,train,set_2_d1
videos/set_2/IMG_1078.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1078/frame_116.jpg,d1,images/set_2/IMG_1078/frame_116.jpg,set_2,train,set_2_d1
videos/set_2/IMG_1078.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1078/frame_138.jpg,d1,images/set_2/IMG_1078/frame_138.jpg,set_2,train,set_2_d1
videos/set_2/IMG_1079.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1079/frame_392.jpg,e1,images/set_2/IMG_1079/frame_392.jpg,set_2,train,set_2_e1
videos/set_2/IMG_1079.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1079/frame_434.jpg,e1,images/set_2/IMG_1079/frame_434.jpg,set_2,train,set_2_e1
videos/set_2/IMG_1079.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1079/frame_368.jpg,e1,images/set_2/IMG_1079/frame_368.jpg,set_2,train,set_2_e1
videos/set_2/IMG_1079.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1079/frame_158.jpg,e1,images/set_2/IMG_1079/frame_158.jpg,set_2,train,set_2_e1
videos/set_2/IMG_1079.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1079/frame_438.jpg,e1,images/set_2/IMG_1079/frame_438.jpg,set_2,train,set_2_e1
videos/set_2/IMG_1079.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1079/frame_342.jpg,e1,images/set_2/IMG_1079/frame_342.jpg,set_2,train,set_2_e1
videos/set_2/IMG_1079.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1079/frame_540.jpg,e1,images/set_2/IMG_1079/frame_540.jpg,set_2,train,set_2_e1
videos/set_2/IMG_1079.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1079/frame_360.jpg,e1,images/set_2/IMG_1079/frame_360.jpg,set_2,train,set_2_e1
videos/set_2/IMG_1079.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1079/frame_80.jpg,e1,images/set_2/IMG_1079/frame_80.jpg,set_2,train,set_2_e1
videos/set_2/IMG_1079.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1079/frame_340.jpg,e1,images/set_2/IMG_1079/frame_340.jpg,set_2,train,set_2_e1
videos/set_2/IMG_1080.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1080/frame_662.jpg,f1,images/set_2/IMG_1080/frame_662.jpg,set_2,train,set_2_f1
videos/set_2/IMG_1080.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1080/frame_506.jpg,f1,images/set_2/IMG_1080/frame_506.jpg,set_2,train,set_2_f1
videos/set_2/IMG_1080.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1080/frame_594.jpg,f1,images/set_2/IMG_1080/frame_594.jpg,set_2,train,set_2_f1
videos/set_2/IMG_1080.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1080/frame_112.jpg,f1,images/set_2/IMG_1080/frame_112.jpg,set_2,train,set_2_f1
videos/set_2/IMG_1080.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1080/frame_476.jpg,f1,images/set_2/IMG_1080/frame_476.jpg,set_2,train,set_2_f1
videos/set_2/IMG_1080.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1080/frame_116.jpg,f1,images/set_2/IMG_1080/frame_116.jpg,set_2,train,set_2_f1
videos/set_2/IMG_1080.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1080/frame_560.jpg,f1,images/set_2/IMG_1080/frame_560.jpg,set_2,train,set_2_f1
videos/set_2/IMG_1080.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1080/frame_80.jpg,f1,images/set_2/IMG_1080/frame_80.jpg,set_2,train,set_2_f1
videos/set_2/IMG_1080.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1080/frame_88.jpg,f1,images/set_2/IMG_1080/frame_88.jpg,set_2,train,set_2_f1
videos/set_2/IMG_1080.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1080/frame_286.jpg,f1,images/set_2/IMG_1080/frame_286.jpg,set_2,train,set_2_f1
videos/set_2/IMG_1081.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1081/frame_280.jpg,g1,images/set_2/IMG_1081/frame_280.jpg,set_2,train,set_2_g1
videos/set_2/IMG_1081.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1081/frame_534.jpg,g1,images/set_2/IMG_1081/frame_534.jpg,set_2,train,set_2_g1
videos/set_2/IMG_1081.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1081/frame_628.jpg,g1,images/set_2/IMG_1081/frame_628.jpg,set_2,train,set_2_g1
videos/set_2/IMG_1081.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1081/frame_64.jpg,g1,images/set_2/IMG_1081/frame_64.jpg,set_2,train,set_2_g1
videos/set_2/IMG_1081.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1081/frame_222.jpg,g1,images/set_2/IMG_1081/frame_222.jpg,set_2,train,set_2_g1
videos/set_2/IMG_1081.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1081/frame_452.jpg,g1,images/set_2/IMG_1081/frame_452.jpg,set_2,train,set_2_g1
videos/set_2/IMG_1081.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1081/frame_448.jpg,g1,images/set_2/IMG_1081/frame_448.jpg,set_2,train,set_2_g1
videos/set_2/IMG_1081.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1081/frame_358.jpg,g1,images/set_2/IMG_1081/frame_358.jpg,set_2,train,set_2_g1
videos/set_2/IMG_1081.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1081/frame_486.jpg,g1,images/set_2/IMG_1081/frame_486.jpg,set_2,train,set_2_g1
videos/set_2/IMG_1081.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1081/frame_106.jpg,g1,images/set_2/IMG_1081/frame_106.jpg,set_2,train,set_2_g1
videos/set_2/IMG_1082.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1082/frame_454.jpg,h1,images/set_2/IMG_1082/frame_454.jpg,set_2,train,set_2_h1
videos/set_2/IMG_1082.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1082/frame_360.jpg,h1,images/set_2/IMG_1082/frame_360.jpg,set_2,train,set_2_h1
videos/set_2/IMG_1082.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1082/frame_36.jpg,h1,images/set_2/IMG_1082/frame_36.jpg,set_2,train,set_2_h1
videos/set_2/IMG_1082.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1082/frame_16.jpg,h1,images/set_2/IMG_1082/frame_16.jpg,set_2,train,set_2_h1
videos/set_2/IMG_1082.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1082/frame_164.jpg,h1,images/set_2/IMG_1082/frame_164.jpg,set_2,train,set_2_h1
videos/set_2/IMG_1082.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1082/frame_664.jpg,h1,images/set_2/IMG_1082/frame_664.jpg,set_2,train,set_2_h1
videos/set_2/IMG_1082.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1082/frame_456.jpg,h1,images/set_2/IMG_1082/frame_456.jpg,set_2,train,set_2_h1
videos/set_2/IMG_1082.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1082/frame_186.jpg,h1,images/set_2/IMG_1082/frame_186.jpg,set_2,train,set_2_h1
videos/set_2/IMG_1082.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1082/frame_276.jpg,h1,images/set_2/IMG_1082/frame_276.jpg,set_2,train,set_2_h1
videos/set_2/IMG_1082.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1082/frame_90.jpg,h1,images/set_2/IMG_1082/frame_90.jpg,set_2,train,set_2_h1
videos/set_2/IMG_1083.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1083/frame_250.jpg,a2,images/set_2/IMG_1083/frame_250.jpg,set_2,train,set_2_a2
videos/set_2/IMG_1083.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1083/frame_616.jpg,a2,images/set_2/IMG_1083/frame_616.jpg,set_2,train,set_2_a2
videos/set_2/IMG_1083.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1083/frame_244.jpg,a2,images/set_2/IMG_1083/frame_244.jpg,set_2,train,set_2_a2
videos/set_2/IMG_1083.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1083/frame_94.jpg,a2,images/set_2/IMG_1083/frame_94.jpg,set_2,train,set_2_a2
videos/set_2/IMG_1083.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1083/frame_540.jpg,a2,images/set_2/IMG_1083/frame_540.jpg,set_2,train,set_2_a2
videos/set_2/IMG_1083.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1083/frame_432.jpg,a2,images/set_2/IMG_1083/frame_432.jpg,set_2,train,set_2_a2
videos/set_2/IMG_1083.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1083/frame_162.jpg,a2,images/set_2/IMG_1083/frame_162.jpg,set_2,train,set_2_a2
videos/set_2/IMG_1083.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1083/frame_636.jpg,a2,images/set_2/IMG_1083/frame_636.jpg,set_2,train,set_2_a2
videos/set_2/IMG_1083.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1083/frame_90.jpg,a2,images/set_2/IMG_1083/frame_90.jpg,set_2,train,set_2_a2
videos/set_2/IMG_1083.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1083/frame_326.jpg,a2,images/set_2/IMG_1083/frame_326.jpg,set_2,train,set_2_a2
videos/set_2/IMG_1084.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1084/frame_308.jpg,b2,images/set_2/IMG_1084/frame_308.jpg,set_2,train,set_2_b2
videos/set_2/IMG_1084.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1084/frame_350.jpg,b2,images/set_2/IMG_1084/frame_350.jpg,set_2,train,set_2_b2
videos/set_2/IMG_1084.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1084/frame_450.jpg,b2,images/set_2/IMG_1084/frame_450.jpg,set_2,train,set_2_b2
videos/set_2/IMG_1084.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1084/frame_78.jpg,b2,images/set_2/IMG_1084/frame_78.jpg,set_2,train,set_2_b2
videos/set_2/IMG_1084.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1084/frame_548.jpg,b2,images/set_2/IMG_1084/frame_548.jpg,set_2,train,set_2_b2
videos/set_2/IMG_1084.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1084/frame_262.jpg,b2,images/set_2/IMG_1084/frame_262.jpg,set_2,train,set_2_b2
videos/set_2/IMG_1084.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1084/frame_58.jpg,b2,images/set_2/IMG_1084/frame_58.jpg,set_2,train,set_2_b2
videos/set_2/IMG_1084.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1084/frame_442.jpg,b2,images/set_2/IMG_1084/frame_442.jpg,set_2,train,set_2_b2
videos/set_2/IMG_1084.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1084/frame_208.jpg,b2,images/set_2/IMG_1084/frame_208.jpg,set_2,train,set_2_b2
videos/set_2/IMG_1084.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1084/frame_28.jpg,b2,images/set_2/IMG_1084/frame_28.jpg,set_2,train,set_2_b2
videos/set_2/IMG_1085.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1085/frame_624.jpg,c2,images/set_2/IMG_1085/frame_624.jpg,set_2,train,set_2_c2
videos/set_2/IMG_1085.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1085/frame_594.jpg,c2,images/set_2/IMG_1085/frame_594.jpg,set_2,train,set_2_c2
videos/set_2/IMG_1085.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1085/frame_484.jpg,c2,images/set_2/IMG_1085/frame_484.jpg,set_2,train,set_2_c2
videos/set_2/IMG_1085.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1085/frame_556.jpg,c2,images/set_2/IMG_1085/frame_556.jpg,set_2,train,set_2_c2
videos/set_2/IMG_1085.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1085/frame_264.jpg,c2,images/set_2/IMG_1085/frame_264.jpg,set_2,train,set_2_c2
videos/set_2/IMG_1085.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1085/frame_440.jpg,c2,images/set_2/IMG_1085/frame_440.jpg,set_2,train,set_2_c2
videos/set_2/IMG_1085.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1085/frame_572.jpg,c2,images/set_2/IMG_1085/frame_572.jpg,set_2,train,set_2_c2
videos/set_2/IMG_1085.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1085/frame_84.jpg,c2,images/set_2/IMG_1085/frame_84.jpg,set_2,train,set_2_c2
videos/set_2/IMG_1085.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1085/frame_316.jpg,c2,images/set_2/IMG_1085/frame_316.jpg,set_2,train,set_2_c2
videos/set_2/IMG_1085.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1085/frame_12.jpg,c2,images/set_2/IMG_1085/frame_12.jpg,set_2,train,set_2_c2
videos/set_2/IMG_1086.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1086/frame_636.jpg,d2,images/set_2/IMG_1086/frame_636.jpg,set_2,train,set_2_d2
videos/set_2/IMG_1086.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1086/frame_62.jpg,d2,images/set_2/IMG_1086/frame_62.jpg,set_2,train,set_2_d2
videos/set_2/IMG_1086.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1086/frame_626.jpg,d2,images/set_2/IMG_1086/frame_626.jpg,set_2,train,set_2_d2
videos/set_2/IMG_1086.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1086/frame_72.jpg,d2,images/set_2/IMG_1086/frame_72.jpg,set_2,train,set_2_d2
videos/set_2/IMG_1086.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1086/frame_338.jpg,d2,images/set_2/IMG_1086/frame_338.jpg,set_2,train,set_2_d2
videos/set_2/IMG_1086.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1086/frame_410.jpg,d2,images/set_2/IMG_1086/frame_410.jpg,set_2,train,set_2_d2
videos/set_2/IMG_1086.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1086/frame_20.jpg,d2,images/set_2/IMG_1086/frame_20.jpg,set_2,train,set_2_d2
videos/set_2/IMG_1086.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1086/frame_684.jpg,d2,images/set_2/IMG_1086/frame_684.jpg,set_2,train,set_2_d2
videos/set_2/IMG_1086.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1086/frame_682.jpg,d2,images/set_2/IMG_1086/frame_682.jpg,set_2,train,set_2_d2
videos/set_2/IMG_1086.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1086/frame_130.jpg,d2,images/set_2/IMG_1086/frame_130.jpg,set_2,train,set_2_d2
videos/set_2/IMG_1087.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1087/frame_376.jpg,e2,images/set_2/IMG_1087/frame_376.jpg,set_2,train,set_2_e2
videos/set_2/IMG_1087.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1087/frame_576.jpg,e2,images/set_2/IMG_1087/frame_576.jpg,set_2,train,set_2_e2
videos/set_2/IMG_1087.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1087/frame_298.jpg,e2,images/set_2/IMG_1087/frame_298.jpg,set_2,train,set_2_e2
videos/set_2/IMG_1087.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1087/frame_618.jpg,e2,images/set_2/IMG_1087/frame_618.jpg,set_2,train,set_2_e2
videos/set_2/IMG_1087.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1087/frame_226.jpg,e2,images/set_2/IMG_1087/frame_226.jpg,set_2,train,set_2_e2
videos/set_2/IMG_1087.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1087/frame_150.jpg,e2,images/set_2/IMG_1087/frame_150.jpg,set_2,train,set_2_e2
videos/set_2/IMG_1087.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1087/frame_180.jpg,e2,images/set_2/IMG_1087/frame_180.jpg,set_2,train,set_2_e2
videos/set_2/IMG_1087.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1087/frame_608.jpg,e2,images/set_2/IMG_1087/frame_608.jpg,set_2,train,set_2_e2
videos/set_2/IMG_1087.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1087/frame_170.jpg,e2,images/set_2/IMG_1087/frame_170.jpg,set_2,train,set_2_e2
videos/set_2/IMG_1087.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1087/frame_506.jpg,e2,images/set_2/IMG_1087/frame_506.jpg,set_2,train,set_2_e2
videos/set_2/IMG_1088.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1088/frame_552.jpg,f2,images/set_2/IMG_1088/frame_552.jpg,set_2,train,set_2_f2
videos/set_2/IMG_1088.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1088/frame_572.jpg,f2,images/set_2/IMG_1088/frame_572.jpg,set_2,train,set_2_f2
videos/set_2/IMG_1088.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1088/frame_20.jpg,f2,images/set_2/IMG_1088/frame_20.jpg,set_2,train,set_2_f2
videos/set_2/IMG_1088.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1088/frame_324.jpg,f2,images/set_2/IMG_1088/frame_324.jpg,set_2,train,set_2_f2
videos/set_2/IMG_1088.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1088/frame_582.jpg,f2,images/set_2/IMG_1088/frame_582.jpg,set_2,train,set_2_f2
videos/set_2/IMG_1088.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1088/frame_176.jpg,f2,images/set_2/IMG_1088/frame_176.jpg,set_2,train,set_2_f2
videos/set_2/IMG_1088.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1088/frame_244.jpg,f2,images/set_2/IMG_1088/frame_244.jpg,set_2,train,set_2_f2
videos/set_2/IMG_1088.MOV,/home/stevie/git/chess_vision/dataset/256x256/images/set_2/IMG_1088/frame_666.jpg,f2,images/set_2/IMG_1088/frame_666.jpg,set_2,train,set_2_f2
